Año,Mes,CCAA,Producto,CONSUMO X CAPITA,GASTO X CAPITA,PENETRACION (%),PRECIO MEDIO kg ó litros,VALOR (Miles Euros),VOLUMEN (Miles kg ó litros)
2018,Abril,Total Nacional,PIMIENTOS,0.43,0.72,65.48,1.69,32862.62,19474.38
2018,Abril,Total Nacional,CHAMPIÑONES+O.SETAS,0.12,0.43,39.81,3.62,19538.56,5401.64
2018,Abril,Total Nacional,LECHUGA/ESC./ENDIVIA,0.29,0.79,62.15,2.76,36274.30,13127.80
2018,Abril,Total Nacional,ESPARRAGOS,0.12,0.29,20.60,2.46,13227.98,5380.82
2018,Abril,Total Nacional,VERDURAS DE HOJA,0.14,0.30,27.04,2.15,13584.64,6326.53
2018,Abril,Total Nacional,BERENJENAS,0.13,0.18,32.51,1.36,8272.12,6088.64
2018,Abril,Total Nacional,ZANAHORIAS,0.29,0.27,56.58,0.93,12264.17,13173.98
2018,Abril,Total Nacional,CALABACINES,0.36,0.46,54.09,1.28,20966.27,16335.34
2018,Abril,Total Nacional,OTR.HORTALIZAS/VERD.,1.09,2.09,82.26,1.92,95467.67,49683.54
2018,Abril,Total Nacional,BROCOLI,0.11,0.18,24.36,1.52,7999.01,5245.43
2018,Abril,Total Nacional,ALCACHOFAS,0.28,0.35,33.05,1.23,16037.92,12990.27
2018,Abril,Total Nacional,APIO,,,0.00,,0.00,0.00
2018,Abril,Total Nacional,COLIFLOR,,,0.00,,0.00,0.00
2018,Abril,Total Nacional,VERD./HORT. IV GAMA,0.60,1.51,69.61,2.53,69124.85,27306.67
2018,Abril,Total Nacional,PUERRO,,,0.00,,0.00,0.00
2018,Abril,Total Nacional,T.FRUTAS FRESCAS,7.21,11.60,95.86,1.61,529178.36,328838.75
2018,Abril,Total Nacional,NARANJAS,2.07,2.00,59.40,0.97,91100.19,94388.69
2018,Abril,Total Nacional,MANDARINAS,0.44,0.75,41.96,1.70,34236.90,20084.89
2018,Abril,Total Nacional,LIMONES,0.19,0.30,34.55,1.55,13486.06,8709.46
2018,Abril,Total Nacional,PLATANOS,1.15,1.77,80.72,1.53,80862.43,52679.79
2018,Abril,Total Nacional,MANZANAS,0.96,1.47,69.55,1.53,66873.92,43615.94
2018,Abril,Total Nacional,PERAS,0.52,0.81,54.21,1.56,36771.84,23511.94
2018,Abril,Total Nacional,MELOCOTONES,0.01,0.01,0.89,1.65,398.06,241.97
2018,Abril,Total Nacional,NECTARINAS,0.01,0.03,2.70,2.05,1391.75,679.38
2018,Abril,Total Nacional,ALBARICOQUES,0.01,0.01,2.14,2.75,640.69,232.93
2018,Abril,Total Nacional,FRESAS/FRESON,0.77,1.79,72.48,2.31,81728.14,35330.17
2018,Abril,Total Nacional,MELON,0.16,0.29,12.52,1.84,13315.29,7250.64
2018,Abril,Total Nacional,SANDIA,0.13,0.23,11.23,1.70,10451.85,6149.65
2018,Abril,Total Nacional,CIRUELAS,0.03,0.10,8.47,3.03,4485.60,1481.14
2018,Abril,Total Nacional,CEREZAS,0.00,0.00,0.40,3.21,159.05,49.58
2018,Abril,Total Nacional,UVAS,0.05,0.18,11.74,3.74,8438.45,2254.11
2018,Abril,Total Nacional,KIWI,0.25,0.67,36.09,2.74,30706.13,11191.36
2018,Abril,Total Nacional,AGUACATE,0.10,0.36,24.43,3.48,16378.71,4705.31
2018,Abril,Total Nacional,PIÑA,0.16,0.26,18.91,1.65,11934.19,7249.12
2018,Abril,Total Nacional,OTRAS FRUTAS FRESCAS,0.20,0.57,30.25,2.86,25819.10,9032.68
2018,Abril,Total Nacional,POMELO,0.03,0.06,2.88,1.79,2655.04,1486.16
2018,Abril,Total Nacional,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Total Nacional,MANGO,,,0.00,,0.00,0.00
2018,Abril,Total Nacional,FRUTAS IV GAMA,0.39,0.68,32.61,1.74,31047.15,17838.57
2018,Abril,Cataluña,TOTAL PATATAS,2.57,2.26,83.85,0.88,15622.19,17789.28
2018,Abril,Cataluña,PATATAS FRESCAS,1.75,1.34,70.84,0.76,9256.60,12141.55
2018,Abril,Cataluña,PATATAS CONGELADAS,0.08,0.12,12.96,1.44,811.48,562.40
2018,Abril,Cataluña,PATATAS PROCESADAS,0.15,0.80,53.67,5.46,5554.12,1017.07
2018,Abril,Cataluña,PATATAS FRITAS,,,0.00,,0.00,0.00
2018,Abril,Cataluña,T.HORTALIZAS FRESCAS,6.18,11.13,97.30,1.80,76992.32,42760.85
2018,Abril,Cataluña,TOMATES,1.20,2.21,85.64,1.83,15278.76,8329.04
2018,Abril,Cataluña,CEBOLLAS,0.71,0.87,74.12,1.23,5993.03,4880.64
2018,Abril,Cataluña,AJOS,0.05,0.23,37.62,4.36,1621.06,371.88
2018,Abril,Cataluña,COLES,0.14,0.15,22.32,1.05,1013.27,967.13
2018,Abril,Cataluña,PEPINOS,0.17,0.23,37.95,1.37,1608.93,1172.26
2018,Abril,Cataluña,JUDIAS VERDES,0.23,0.72,44.04,3.11,4956.59,1593.21
2018,Abril,Cataluña,PIMIENTOS,0.50,0.80,66.74,1.61,5569.49,3459.30
2018,Abril,Cataluña,CHAMPIÑONES+O.SETAS,0.12,0.44,38.59,3.73,3050.39,817.79
2018,Abril,Cataluña,LECHUGA/ESC./ENDIVIA,0.35,1.02,68.80,2.91,7060.58,2424.28
2018,Abril,Cataluña,ESPARRAGOS,0.14,0.31,22.69,2.17,2112.45,973.86
2018,Abril,Cataluña,VERDURAS DE HOJA,0.23,0.44,29.12,1.93,3073.28,1589.83
2018,Abril,Cataluña,BERENJENAS,0.19,0.26,43.33,1.35,1806.12,1335.08
2018,Abril,Cataluña,ZANAHORIAS,0.29,0.29,51.95,1.01,1988.74,1974.48
2018,Abril,Cataluña,CALABACINES,0.40,0.52,57.91,1.31,3599.24,2754.89
2018,Abril,Cataluña,OTR.HORTALIZAS/VERD.,1.46,2.64,82.77,1.80,18260.39,10117.19
2018,Abril,Cataluña,BROCOLI,0.17,0.22,28.04,1.36,1556.16,1144.69
2018,Abril,Cataluña,ALCACHOFAS,0.52,0.63,48.05,1.21,4325.75,3581.68
2018,Abril,Cataluña,APIO,,,0.00,,0.00,0.00
2018,Abril,Cataluña,COLIFLOR,,,0.00,,0.00,0.00
2018,Abril,Cataluña,VERD./HORT. IV GAMA,0.67,1.73,73.00,2.59,12001.40,4626.96
2018,Abril,Cataluña,PUERRO,,,0.00,,0.00,0.00
2018,Abril,Cataluña,T.FRUTAS FRESCAS,7.81,13.41,95.79,1.72,92785.21,54070.86
2018,Abril,Cataluña,NARANJAS,2.23,2.37,65.68,1.06,16400.58,15410.33
2018,Abril,Cataluña,MANDARINAS,0.54,0.98,45.76,1.80,6751.92,3741.06
2018,Abril,Cataluña,LIMONES,0.19,0.31,34.69,1.59,2138.41,1342.99
2018,Abril,Cataluña,PLATANOS,1.22,2.02,81.37,1.66,14003.14,8458.84
2018,Abril,Cataluña,MANZANAS,0.97,1.52,69.57,1.57,10529.97,6686.40
2018,Abril,Cataluña,PERAS,0.55,0.85,55.97,1.56,5900.31,3775.48
2018,Abril,Cataluña,MELOCOTONES,0.01,0.01,0.65,1.48,98.71,66.85
2018,Abril,Cataluña,NECTARINAS,0.01,0.02,1.66,2.07,131.25,63.35
2018,Abril,Cataluña,ALBARICOQUES,0.01,0.02,2.44,3.34,144.53,43.32
2018,Abril,Cataluña,FRESAS/FRESON,0.82,2.02,71.88,2.48,14002.77,5653.44
2018,Abril,Cataluña,MELON,0.25,0.50,17.16,1.99,3442.14,1728.75
2018,Abril,Cataluña,SANDIA,0.19,0.36,13.70,1.90,2477.36,1306.67
2018,Abril,Cataluña,CIRUELAS,0.04,0.13,8.27,3.20,911.66,285.33
2018,Abril,Cataluña,CEREZAS,0.00,0.00,0.22,1.95,21.13,10.86
2018,Abril,Cataluña,UVAS,0.05,0.23,13.86,4.24,1580.05,372.28
2018,Abril,Cataluña,KIWI,0.22,0.63,34.48,2.94,4388.63,1490.23
2018,Abril,Cataluña,AGUACATE,0.13,0.42,26.41,3.15,2913.95,925.69
2018,Abril,Cataluña,PIÑA,0.20,0.37,22.74,1.85,2544.44,1376.07
2018,Abril,Cataluña,OTRAS FRUTAS FRESCAS,0.19,0.64,30.54,3.30,4404.25,1332.91
2018,Abril,Cataluña,POMELO,0.03,0.05,2.60,1.67,368.06,219.95
2018,Abril,Cataluña,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Cataluña,MANGO,,,0.00,,0.00,0.00
2018,Abril,Cataluña,FRUTAS IV GAMA,0.51,0.94,32.73,1.85,6506.26,3512.18
2018,Abril,Aragon,TOTAL PATATAS,2.50,1.73,79.85,0.69,2273.06,3286.08
2018,Abril,Aragon,PATATAS FRESCAS,2.06,1.27,64.62,0.62,1661.89,2700.50
2018,Abril,Aragon,PATATAS CONGELADAS,0.05,0.07,7.65,1.49,90.39,60.51
2018,Abril,Aragon,PATATAS PROCESADAS,0.08,0.40,40.85,4.96,520.77,105.02
2018,Abril,Aragon,PATATAS FRITAS,,,0.00,,0.00,0.00
2018,Abril,Aragon,T.HORTALIZAS FRESCAS,6.49,11.26,97.66,1.73,14777.57,8522.70
2018,Abril,Aragon,TOMATES,0.96,1.60,81.70,1.67,2101.36,1256.85
2018,Abril,Aragon,CEBOLLAS,0.52,0.62,62.05,1.18,807.68,685.43
2018,Abril,Aragon,AJOS,0.05,0.22,32.88,4.26,284.38,66.76
2018,Abril,Aragon,COLES,0.13,0.14,14.85,1.03,180.55,174.96
2018,Abril,Aragon,PEPINOS,0.21,0.29,42.37,1.37,382.59,279.43
2018,Abril,Aragon,JUDIAS VERDES,0.28,0.67,53.66,2.39,873.57,366.24
2018,Abril,Aragon,PIMIENTOS,0.52,0.91,65.33,1.74,1199.30,687.72
2018,Abril,Aragon,CHAMPIÑONES+O.SETAS,0.11,0.42,37.37,3.77,545.06,144.68
2018,Abril,Aragon,LECHUGA/ESC./ENDIVIA,0.56,1.39,64.09,2.47,1827.43,738.89
2018,Abril,Aragon,ESPARRAGOS,0.22,0.56,26.02,2.59,739.28,285.08
2018,Abril,Aragon,VERDURAS DE HOJA,0.43,0.66,34.07,1.53,863.05,563.96
2018,Abril,Aragon,BERENJENAS,0.14,0.19,41.13,1.39,253.58,182.06
2018,Abril,Aragon,ZANAHORIAS,0.27,0.24,56.06,0.88,314.61,359.17
2018,Abril,Aragon,CALABACINES,0.38,0.47,58.76,1.24,616.12,498.65
2018,Abril,Aragon,OTR.HORTALIZAS/VERD.,1.70,2.89,79.91,1.70,3788.99,2232.81
2018,Abril,Aragon,BROCOLI,0.13,0.21,26.51,1.56,272.95,175.20
2018,Abril,Aragon,ALCACHOFAS,0.36,0.47,40.62,1.29,613.98,475.85
2018,Abril,Aragon,APIO,,,0.00,,0.00,0.00
2018,Abril,Aragon,COLIFLOR,,,0.00,,0.00,0.00
2018,Abril,Aragon,VERD./HORT. IV GAMA,0.54,1.32,67.45,2.42,1726.56,712.55
2018,Abril,Aragon,PUERRO,,,0.00,,0.00,0.00
2018,Abril,Aragon,T.FRUTAS FRESCAS,6.87,10.76,95.16,1.57,14125.60,9025.25
2018,Abril,Aragon,NARANJAS,1.91,1.85,66.12,0.97,2434.22,2507.00
2018,Abril,Aragon,MANDARINAS,0.48,0.76,44.46,1.61,1003.23,625.01
2018,Abril,Aragon,LIMONES,0.17,0.27,39.77,1.58,353.54,223.26
2018,Abril,Aragon,PLATANOS,0.99,1.57,76.89,1.58,2064.84,1305.63
2018,Abril,Aragon,MANZANAS,0.98,1.35,62.17,1.38,1777.99,1285.13
2018,Abril,Aragon,PERAS,0.47,0.68,45.80,1.44,895.14,622.19
2018,Abril,Aragon,MELOCOTONES,0.00,0.01,0.91,2.49,10.47,4.20
2018,Abril,Aragon,NECTARINAS,0.00,0.01,0.70,1.50,6.62,4.41
2018,Abril,Aragon,ALBARICOQUES,0.01,0.02,2.71,1.97,22.99,11.67
2018,Abril,Aragon,FRESAS/FRESON,0.78,1.69,70.65,2.17,2225.37,1027.85
2018,Abril,Aragon,MELON,0.14,0.25,19.14,1.77,332.04,187.38
2018,Abril,Aragon,SANDIA,0.12,0.23,14.02,1.92,303.36,157.90
2018,Abril,Aragon,CIRUELAS,0.03,0.08,6.78,3.00,107.41,35.80
2018,Abril,Aragon,CEREZAS,0.00,0.00,0.39,3.40,6.56,1.93
2018,Abril,Aragon,UVAS,0.04,0.16,10.75,4.02,211.22,52.54
2018,Abril,Aragon,KIWI,0.24,0.64,42.48,2.72,841.18,308.82
2018,Abril,Aragon,AGUACATE,0.12,0.36,23.37,3.02,468.75,155.24
2018,Abril,Aragon,PIÑA,0.20,0.30,18.27,1.46,387.49,266.04
2018,Abril,Aragon,OTRAS FRUTAS FRESCAS,0.19,0.51,28.85,2.77,673.19,243.25
2018,Abril,Aragon,POMELO,0.01,0.03,4.16,1.90,35.04,18.44
2018,Abril,Aragon,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Aragon,MANGO,,,0.00,,0.00,0.00
2018,Abril,Aragon,FRUTAS IV GAMA,0.40,0.69,35.39,1.70,904.59,531.28
2018,Abril,Baleares,TOTAL PATATAS,2.90,2.55,79.59,0.88,2630.26,2986.96
2018,Abril,Baleares,PATATAS FRESCAS,2.13,1.67,71.11,0.78,1718.94,2197.20
2018,Abril,Baleares,PATATAS CONGELADAS,0.14,0.18,15.12,1.28,186.48,145.62
2018,Abril,Baleares,PATATAS PROCESADAS,0.13,0.70,46.40,5.63,724.85,128.83
2018,Abril,Baleares,PATATAS FRITAS,,,0.00,,0.00,0.00
2018,Abril,Baleares,T.HORTALIZAS FRESCAS,5.54,10.34,96.70,1.87,10656.56,5703.51
2018,Abril,Baleares,TOMATES,1.24,2.10,90.61,1.69,2163.55,1280.12
2018,Abril,Baleares,CEBOLLAS,0.72,0.89,74.17,1.22,913.65,746.61
2018,Abril,Baleares,AJOS,0.05,0.25,28.58,5.25,261.98,49.91
2018,Abril,Baleares,COLES,0.12,0.11,19.48,0.92,115.00,124.85
2018,Abril,Baleares,PEPINOS,0.13,0.19,17.93,1.39,190.88,137.22
2018,Abril,Baleares,JUDIAS VERDES,0.15,0.54,46.78,3.51,552.35,157.15
2018,Abril,Baleares,PIMIENTOS,0.47,0.91,64.57,1.96,941.29,479.32
2018,Abril,Baleares,CHAMPIÑONES+O.SETAS,0.11,0.50,49.88,4.37,512.01,117.16
2018,Abril,Baleares,LECHUGA/ESC./ENDIVIA,0.34,0.98,78.47,2.85,1006.50,352.91
2018,Abril,Baleares,ESPARRAGOS,0.06,0.18,15.84,3.14,187.31,59.74
2018,Abril,Baleares,VERDURAS DE HOJA,0.12,0.30,30.33,2.49,308.96,124.08
2018,Abril,Baleares,BERENJENAS,0.15,0.21,37.90,1.45,219.77,151.62
2018,Abril,Baleares,ZANAHORIAS,0.34,0.31,58.38,0.91,319.06,350.57
2018,Abril,Baleares,CALABACINES,0.30,0.41,63.38,1.38,425.92,308.49
2018,Abril,Baleares,OTR.HORTALIZAS/VERD.,1.23,2.46,87.95,2.01,2538.33,1263.78
2018,Abril,Baleares,BROCOLI,0.09,0.17,23.85,1.85,177.36,95.99
2018,Abril,Baleares,ALCACHOFAS,0.51,0.64,52.94,1.25,663.42,529.40
2018,Abril,Baleares,APIO,,,0.00,,0.00,0.00
2018,Abril,Baleares,COLIFLOR,,,0.00,,0.00,0.00
2018,Abril,Baleares,VERD./HORT. IV GAMA,0.67,1.94,81.67,2.89,1995.50,690.01
2018,Abril,Baleares,PUERRO,,,0.00,,0.00,0.00
2018,Abril,Baleares,T.FRUTAS FRESCAS,7.32,12.81,94.99,1.75,13196.25,7537.14
2018,Abril,Baleares,NARANJAS,1.84,1.85,43.40,1.01,1905.32,1894.89
2018,Abril,Baleares,MANDARINAS,0.24,0.43,33.52,1.79,447.93,250.70
2018,Abril,Baleares,LIMONES,0.21,0.35,22.78,1.64,358.77,218.46
2018,Abril,Baleares,PLATANOS,1.39,2.15,85.63,1.55,2215.62,1430.66
2018,Abril,Baleares,MANZANAS,1.00,1.54,70.64,1.54,1587.08,1029.74
2018,Abril,Baleares,PERAS,0.49,0.81,56.54,1.64,836.74,509.74
2018,Abril,Baleares,MELOCOTONES,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Baleares,NECTARINAS,0.00,0.01,0.61,2.60,13.14,5.05
2018,Abril,Baleares,ALBARICOQUES,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Baleares,FRESAS/FRESON,0.81,1.91,72.76,2.35,1962.67,835.78
2018,Abril,Baleares,MELON,0.11,0.20,10.73,1.72,200.93,116.87
2018,Abril,Baleares,SANDIA,0.18,0.30,16.59,1.64,307.31,187.90
2018,Abril,Baleares,CIRUELAS,0.06,0.18,10.85,3.16,187.26,59.28
2018,Abril,Baleares,CEREZAS,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Baleares,UVAS,0.10,0.50,19.89,4.87,511.90,105.10
2018,Abril,Baleares,KIWI,0.27,0.82,36.26,2.99,843.98,282.63
2018,Abril,Baleares,AGUACATE,0.16,0.69,34.42,4.18,709.60,169.86
2018,Abril,Baleares,PIÑA,0.17,0.28,16.10,1.62,285.31,176.15
2018,Abril,Baleares,OTRAS FRUTAS FRESCAS,0.26,0.80,34.24,3.11,822.69,264.33
2018,Abril,Baleares,POMELO,0.03,0.05,3.03,1.70,53.04,31.22
2018,Abril,Baleares,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Baleares,MANGO,,,0.00,,0.00,0.00
2018,Abril,Baleares,FRUTAS IV GAMA,0.34,0.61,31.16,1.79,624.20,347.96
2018,Abril,Valencia,TOTAL PATATAS,2.27,1.87,81.18,0.83,8872.36,10750.32
2018,Abril,Valencia,PATATAS FRESCAS,1.58,1.13,65.48,0.72,5360.92,7455.86
2018,Abril,Valencia,PATATAS CONGELADAS,0.07,0.10,13.11,1.37,450.57,329.40
2018,Abril,Valencia,PATATAS PROCESADAS,0.13,0.65,51.62,5.16,3060.87,593.01
2018,Abril,Valencia,PATATAS FRITAS,,,0.00,,0.00,0.00
2018,Abril,Valencia,T.HORTALIZAS FRESCAS,5.64,9.77,97.80,1.73,46235.11,26675.34
2018,Abril,Valencia,TOMATES,1.03,1.62,81.35,1.57,7687.29,4897.70
2018,Abril,Valencia,CEBOLLAS,0.65,0.65,66.06,0.99,3052.91,3076.07
2018,Abril,Valencia,AJOS,0.07,0.34,33.52,4.60,1585.99,344.52
2018,Abril,Valencia,COLES,0.12,0.12,14.54,1.01,566.60,560.88
2018,Abril,Valencia,PEPINOS,0.20,0.26,40.77,1.29,1247.86,970.12
2018,Abril,Valencia,JUDIAS VERDES,0.16,0.41,37.80,2.59,1959.32,756.43
2018,Abril,Valencia,PIMIENTOS,0.44,0.73,60.33,1.64,3436.14,2098.94
2018,Abril,Valencia,CHAMPIÑONES+O.SETAS,0.16,0.59,46.05,3.59,2781.09,774.34
2018,Abril,Valencia,LECHUGA/ESC./ENDIVIA,0.29,0.83,64.27,2.87,3950.45,1374.74
2018,Abril,Valencia,ESPARRAGOS,0.14,0.38,29.34,2.75,1780.96,647.01
2018,Abril,Valencia,VERDURAS DE HOJA,0.18,0.39,34.75,2.25,1868.54,830.46
2018,Abril,Valencia,BERENJENAS,0.21,0.30,41.51,1.42,1441.35,1015.38
2018,Abril,Valencia,ZANAHORIAS,0.28,0.24,48.74,0.88,1152.32,1308.14
2018,Abril,Valencia,CALABACINES,0.34,0.41,49.67,1.22,1951.06,1599.75
2018,Abril,Valencia,OTR.HORTALIZAS/VERD.,1.36,2.49,86.89,1.83,11773.23,6420.87
2018,Abril,Valencia,BROCOLI,0.12,0.17,20.73,1.43,792.63,552.88
2018,Abril,Valencia,ALCACHOFAS,0.49,0.55,45.45,1.12,2620.39,2336.61
2018,Abril,Valencia,APIO,,,0.00,,0.00,0.00
2018,Abril,Valencia,COLIFLOR,,,0.00,,0.00,0.00
2018,Abril,Valencia,VERD./HORT. IV GAMA,0.66,1.81,74.80,2.76,8572.73,3103.56
2018,Abril,Valencia,PUERRO,,,0.00,,0.00,0.00
2018,Abril,Valencia,T.FRUTAS FRESCAS,6.42,10.20,95.34,1.59,48277.70,30372.31
2018,Abril,Valencia,NARANJAS,1.52,1.33,42.19,0.88,6297.90,7184.25
2018,Abril,Valencia,MANDARINAS,0.23,0.36,27.22,1.56,1692.47,1082.90
2018,Abril,Valencia,LIMONES,0.16,0.21,29.33,1.35,1002.54,740.92
2018,Abril,Valencia,PLATANOS,1.19,1.75,80.11,1.48,8295.79,5623.95
2018,Abril,Valencia,MANZANAS,0.90,1.33,67.30,1.48,6286.73,4241.93
2018,Abril,Valencia,PERAS,0.46,0.70,54.34,1.52,3333.28,2192.21
2018,Abril,Valencia,MELOCOTONES,0.01,0.01,1.70,2.14,57.71,26.99
2018,Abril,Valencia,NECTARINAS,0.01,0.02,2.87,1.79,91.14,50.94
2018,Abril,Valencia,ALBARICOQUES,0.00,0.01,2.04,2.48,57.76,23.31
2018,Abril,Valencia,FRESAS/FRESON,0.79,1.74,76.16,2.19,8239.08,3760.14
2018,Abril,Valencia,MELON,0.20,0.40,12.69,1.97,1881.57,956.47
2018,Abril,Valencia,SANDIA,0.17,0.32,13.58,1.89,1516.84,801.71
2018,Abril,Valencia,CIRUELAS,0.04,0.11,10.30,3.03,534.50,176.48
2018,Abril,Valencia,CEREZAS,0.00,0.01,0.60,3.81,37.81,9.93
2018,Abril,Valencia,UVAS,0.04,0.14,10.59,3.49,647.42,185.39
2018,Abril,Valencia,KIWI,0.23,0.61,35.55,2.67,2876.96,1077.81
2018,Abril,Valencia,AGUACATE,0.08,0.28,22.22,3.29,1307.53,397.49
2018,Abril,Valencia,PIÑA,0.17,0.27,21.73,1.63,1280.37,787.55
2018,Abril,Valencia,OTRAS FRUTAS FRESCAS,0.22,0.60,29.62,2.70,2840.31,1051.94
2018,Abril,Valencia,POMELO,0.05,0.08,2.94,1.65,357.91,217.28
2018,Abril,Valencia,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Valencia,MANGO,,,0.00,,0.00,0.00
2018,Abril,Valencia,FRUTAS IV GAMA,0.39,0.69,35.61,1.78,3260.62,1828.28
2018,Abril,Murcia,TOTAL PATATAS,2.54,2.01,81.29,0.79,2862.08,3622.50
2018,Abril,Murcia,PATATAS FRESCAS,1.86,1.31,64.95,0.70,1864.94,2654.87
2018,Abril,Murcia,PATATAS CONGELADAS,0.08,0.11,13.67,1.36,154.44,113.57
2018,Abril,Murcia,PATATAS PROCESADAS,0.12,0.59,49.07,4.93,842.70,170.81
2018,Abril,Murcia,PATATAS FRITAS,,,0.00,,0.00,0.00
2018,Abril,Murcia,T.HORTALIZAS FRESCAS,4.96,9.23,92.24,1.86,13147.53,7069.85
2018,Abril,Murcia,TOMATES,1.10,2.52,79.48,2.30,3591.47,1563.26
2018,Abril,Murcia,CEBOLLAS,0.59,0.66,59.53,1.12,938.51,837.97
2018,Abril,Murcia,AJOS,0.06,0.24,30.89,3.95,347.18,87.99
2018,Abril,Murcia,COLES,0.04,0.05,10.64,1.18,75.47,63.92
2018,Abril,Murcia,PEPINOS,0.18,0.26,31.58,1.42,366.12,257.60
2018,Abril,Murcia,JUDIAS VERDES,0.17,0.48,40.82,2.86,684.63,238.97
2018,Abril,Murcia,PIMIENTOS,0.35,0.58,67.78,1.63,819.61,503.74
2018,Abril,Murcia,CHAMPIÑONES+O.SETAS,0.19,0.46,48.49,2.38,652.21,274.48
2018,Abril,Murcia,LECHUGA/ESC./ENDIVIA,0.32,0.72,54.44,2.27,1018.35,449.12
2018,Abril,Murcia,ESPARRAGOS,0.14,0.30,21.42,2.19,433.60,198.01
2018,Abril,Murcia,VERDURAS DE HOJA,0.08,0.18,24.80,2.33,250.21,107.47
2018,Abril,Murcia,BERENJENAS,0.14,0.20,33.67,1.44,290.72,201.39
2018,Abril,Murcia,ZANAHORIAS,0.21,0.21,47.53,1.00,294.12,294.42
2018,Abril,Murcia,CALABACINES,0.24,0.33,44.71,1.34,465.50,347.96
2018,Abril,Murcia,OTR.HORTALIZAS/VERD.,1.15,2.05,81.45,1.78,2919.82,1643.55
2018,Abril,Murcia,BROCOLI,0.09,0.13,17.18,1.42,187.03,131.52
2018,Abril,Murcia,ALCACHOFAS,0.30,0.32,29.24,1.08,462.35,428.99
2018,Abril,Murcia,APIO,,,0.00,,0.00,0.00
2018,Abril,Murcia,COLIFLOR,,,0.00,,0.00,0.00
2018,Abril,Murcia,VERD./HORT. IV GAMA,0.48,1.27,62.58,2.66,1812.56,681.38
2018,Abril,Murcia,PUERRO,,,0.00,,0.00,0.00
2018,Abril,Murcia,T.FRUTAS FRESCAS,6.21,9.88,90.35,1.59,14076.33,8848.12
2018,Abril,Murcia,NARANJAS,1.44,1.26,47.71,0.87,1791.55,2050.64
2018,Abril,Murcia,MANDARINAS,0.28,0.49,33.22,1.75,694.12,397.42
2018,Abril,Murcia,LIMONES,0.18,0.29,29.52,1.54,406.71,263.30
2018,Abril,Murcia,PLATANOS,1.03,1.53,75.57,1.49,2176.05,1464.20
2018,Abril,Murcia,MANZANAS,0.95,1.43,70.80,1.51,2041.29,1354.40
2018,Abril,Murcia,PERAS,0.46,0.78,49.76,1.69,1115.19,660.15
2018,Abril,Murcia,MELOCOTONES,0.03,0.04,1.75,1.24,51.26,41.20
2018,Abril,Murcia,NECTARINAS,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Murcia,ALBARICOQUES,0.01,0.02,4.00,2.02,22.65,11.24
2018,Abril,Murcia,FRESAS/FRESON,0.83,1.88,71.27,2.28,2673.42,1174.98
2018,Abril,Murcia,MELON,0.22,0.36,12.62,1.66,517.08,310.65
2018,Abril,Murcia,SANDIA,0.16,0.29,14.38,1.80,410.25,228.27
2018,Abril,Murcia,CIRUELAS,0.01,0.05,2.62,3.40,67.03,19.74
2018,Abril,Murcia,CEREZAS,0.01,0.02,1.55,4.00,29.01,7.25
2018,Abril,Murcia,UVAS,0.02,0.10,8.35,4.19,141.69,33.80
2018,Abril,Murcia,KIWI,0.14,0.39,24.79,2.84,555.84,195.69
2018,Abril,Murcia,AGUACATE,0.08,0.30,25.23,3.95,426.84,108.05
2018,Abril,Murcia,PIÑA,0.20,0.33,29.35,1.62,470.89,290.53
2018,Abril,Murcia,OTRAS FRUTAS FRESCAS,0.17,0.34,26.67,2.05,485.46,236.60
2018,Abril,Murcia,POMELO,0.03,0.03,3.31,1.04,43.75,42.07
2018,Abril,Murcia,CHIRIMOYA,0.00,0.00,0.00,,0.00,0.00
2018,Abril,Murcia,MANGO,,,0.00,,0.00,0.00
2018,Abril,Murcia,FRUTAS IV GAMA,0.37,0.68,27.21,1.87,975.12,521.00
2018,Abril,Andalucia,TOTAL PATATAS,2.33,1.81,81.88,0.78,15736.19,20258.47
2018,Abril,Andalucia,PATATAS FRESCAS,1.63,1.08,65.79,0.66,9406.13,14204.86
2018,Abril,Andalucia,PATATAS CONGELADAS,0.10,0.11,15.11,1.16,978.58,843.95
2018,Abril,Andalucia,PATATAS PROCESADAS,0.12,0.62,50.86,5.14,5351.48,1041.93
2018,Abril,Andalucia,PATATAS FRITAS,,,0.00,,0.00,0.00
2018,Abril,Andalucia,T.HORTALIZAS FRESCAS,4.56,7.54,97.15,1.65,65471.99,39592.07
2018,Abril,Andalucia,TOMATES,1.02,1.40,81.83,1.37,12122.28,8857.91
2018,Abril,Andalucia,CEBOLLAS,0.54,0.57,71.65,1.06,4922.37,4663.07
2018,Abril,Andalucia,AJOS,0.06,0.23,37.13,3.83,2032.48,530.15
2018,Abril,Andalucia,COLES,0.08,0.09,12.20,1.04,765.84,738.20
