field1,Año,Mes,CCAA,Producto,GASTO X CAPITA,PENETRACION (%),PRECIO MEDIO kg ó litros,score
10620,2018,12,Castilla Leon,PIMIENTOS,0.58,58.74,1.91,0.51568
10621,2018,12,Castilla Leon,CHAMPIÑONES+O.SETAS,0.33,32.93,3.99,0.53224
10622,2018,12,Castilla Leon,LECHUGA/ESC./ENDIVIA,0.82,56.27,2.53,0.53048
10623,2018,12,Castilla Leon,ESPARRAGOS,0.05,5.01,4.85,0.57244
10625,2018,12,Castilla Leon,BERENJENAS,0.09,15.04,1.59,0.4988
10626,2018,12,Castilla Leon,ZANAHORIAS,0.25,53.37,0.85,0.52849
10627,2018,12,Castilla Leon,CALABACINES,0.3,37.27,1.49,0.49395
10629,2018,12,Castilla Leon,BROCOLI,0.1,15.94,1.5,0.49683
10630,2018,12,Castilla Leon,ALCACHOFAS,0.07,7.71,2.69,0.51546
10631,2018,12,Castilla Leon,APIO,0.0,0.0,0.0,0.5358
10632,2018,12,Castilla Leon,COLIFLOR,0.0,0.0,0.0,0.5358
10634,2018,12,Castilla Leon,PUERRO,0.0,0.0,0.0,0.5358
10636,2018,12,Castilla Leon,NARANJAS,1.75,60.62,0.86,0.55647
10637,2018,12,Castilla Leon,MANDARINAS,1.28,69.58,1.13,0.53658
10638,2018,12,Castilla Leon,LIMONES,0.36,51.83,1.54,0.50738
10639,2018,12,Castilla Leon,PLATANOS,1.48,70.75,1.61,0.53994
10640,2018,12,Castilla Leon,MANZANAS,1.04,58.35,1.34,0.51493
10641,2018,12,Castilla Leon,PERAS,0.65,44.59,1.45,0.50171
10642,2018,12,Castilla Leon,MELOCOTONES,0.0,0.21,2.54,0.53169
10643,2018,12,Castilla Leon,NECTARINAS,0.02,2.94,1.01,0.51386
10644,2018,12,Castilla Leon,ALBARICOQUES,0.0,0.18,0.99,0.52335
10645,2018,12,Castilla Leon,FRESAS/FRESON,0.05,3.46,4.48,0.56217
10646,2018,12,Castilla Leon,MELON,0.25,10.64,1.64,0.51003
10647,2018,12,Castilla Leon,SANDIA,0.0,0.18,1.29,0.51804
10648,2018,12,Castilla Leon,CIRUELAS,0.01,2.13,2.3,0.51956
10650,2018,12,Castilla Leon,UVAS,0.58,41.7,2.61,0.51546
10651,2018,12,Castilla Leon,KIWI,0.81,32.78,2.82,0.52608
10652,2018,12,Castilla Leon,AGUACATE,0.29,23.23,3.43,0.52783
10653,2018,12,Castilla Leon,PIÑA,0.51,34.85,1.14,0.50234
10654,2018,12,Castilla Leon,OTRAS FRUTAS FRESCAS,1.22,58.48,1.92,0.52477
10655,2018,12,Castilla Leon,POMELO,0.03,3.54,1.38,0.49984
10656,2018,12,Castilla Leon,CHIRIMOYA,0.0,0.0,0.0,0.53736
10657,2018,12,Castilla Leon,MANGO,0.0,0.0,0.0,0.53736
10660,2018,12,Galicia,PATATAS FRESCAS,1.84,54.82,0.85,0.56276
10661,2018,12,Galicia,PATATAS CONGELADAS,0.08,7.21,1.36,0.50496
10662,2018,12,Galicia,PATATAS PROCESADAS,0.47,35.26,4.98,0.57089
10665,2018,12,Galicia,TOMATES,1.46,68.89,1.95,0.54253
10666,2018,12,Galicia,CEBOLLAS,0.7,45.97,1.33,0.50865
10667,2018,12,Galicia,AJOS,0.36,39.66,4.26,0.54604
10668,2018,12,Galicia,COLES,0.44,28.51,1.1,0.51141
10669,2018,12,Galicia,PEPINOS,0.1,6.3,1.87,0.50569
10670,2018,12,Galicia,JUDIAS VERDES,0.55,19.93,3.7,0.54808
10671,2018,12,Galicia,PIMIENTOS,0.54,52.14,2.1,0.52064
10672,2018,12,Galicia,CHAMPIÑONES+O.SETAS,0.51,29.57,5.02,0.57303
10673,2018,12,Galicia,LECHUGA/ESC./ENDIVIA,1.11,47.45,2.24,0.52575
10674,2018,12,Galicia,ESPARRAGOS,0.02,2.18,2.84,0.53059
10676,2018,12,Galicia,BERENJENAS,0.09,11.26,1.77,0.50454
10677,2018,12,Galicia,ZANAHORIAS,0.26,46.73,0.85,0.52619
10678,2018,12,Galicia,CALABACINES,0.31,29.31,1.56,0.49818
10680,2018,12,Galicia,BROCOLI,0.22,23.79,1.6,0.49807
10681,2018,12,Galicia,ALCACHOFAS,0.04,5.08,2.17,0.51536
10682,2018,12,Galicia,APIO,0.0,0.0,0.0,0.53291
10683,2018,12,Galicia,COLIFLOR,0.0,0.0,0.0,0.53291
10685,2018,12,Galicia,PUERRO,0.0,0.0,0.0,0.53291
10687,2018,12,Galicia,NARANJAS,1.64,61.22,1.01,0.55209
10688,2018,12,Galicia,MANDARINAS,1.24,52.87,1.36,0.52761
10689,2018,12,Galicia,LIMONES,0.33,41.96,1.55,0.50559
10690,2018,12,Galicia,PLATANOS,1.86,81.13,1.75,0.57662
10691,2018,12,Galicia,MANZANAS,1.71,65.03,1.58,0.54513
10692,2018,12,Galicia,PERAS,0.64,37.07,1.56,0.50506
10693,2018,12,Galicia,MELOCOTONES,0.0,0.24,3.38,0.54934
10694,2018,12,Galicia,NECTARINAS,0.03,2.18,1.39,0.50992
10695,2018,12,Galicia,ALBARICOQUES,0.0,0.0,0.0,0.53313
10696,2018,12,Galicia,FRESAS/FRESON,0.1,7.62,4.26,0.55809
10697,2018,12,Galicia,MELON,0.2,8.46,1.86,0.50897
10698,2018,12,Galicia,SANDIA,0.0,0.0,0.0,0.53313
10699,2018,12,Galicia,CIRUELAS,0.01,2.41,1.65,0.51215
10701,2018,12,Galicia,UVAS,1.02,51.92,2.69,0.53313
10702,2018,12,Galicia,KIWI,1.29,37.97,2.18,0.53014
10703,2018,12,Galicia,AGUACATE,0.39,23.21,2.94,0.52226
10704,2018,12,Galicia,PIÑA,0.4,33.13,1.28,0.50265
10705,2018,12,Galicia,OTRAS FRUTAS FRESCAS,0.99,49.1,2.17,0.52064
10706,2018,12,Galicia,POMELO,0.06,3.54,1.94,0.50928
10707,2018,12,Galicia,CHIRIMOYA,0.0,0.0,0.0,0.53302
10708,2018,12,Galicia,MANGO,0.0,0.0,0.0,0.53291
10711,2018,12,Asturias,PATATAS FRESCAS,1.81,56.7,0.86,0.55844
10712,2018,12,Asturias,PATATAS CONGELADAS,0.09,7.96,1.28,0.50203
10713,2018,12,Asturias,PATATAS PROCESADAS,0.47,30.93,5.2,0.58083
10716,2018,12,Asturias,TOMATES,1.1,70.59,1.89,0.54005
10717,2018,12,Asturias,CEBOLLAS,0.65,70.44,1.03,0.54786
10718,2018,12,Asturias,AJOS,0.44,55.32,4.28,0.56428
10719,2018,12,Asturias,COLES,0.11,16.02,1.4,0.5013
10720,2018,12,Asturias,PEPINOS,0.13,20.92,1.73,0.5013
10721,2018,12,Asturias,JUDIAS VERDES,0.19,18.67,2.28,0.50981
10722,2018,12,Asturias,PIMIENTOS,0.68,60.29,2.22,0.52937
10723,2018,12,Asturias,CHAMPIÑONES+O.SETAS,0.27,27.73,3.94,0.53714
10724,2018,12,Asturias,LECHUGA/ESC./ENDIVIA,0.44,40.83,2.62,0.51141
10725,2018,12,Asturias,ESPARRAGOS,0.05,3.73,3.29,0.5307
10727,2018,12,Asturias,BERENJENAS,0.08,15.94,1.87,0.5013
10728,2018,12,Asturias,ZANAHORIAS,0.19,46.08,0.94,0.52368
10729,2018,12,Asturias,CALABACINES,0.32,36.32,1.68,0.49683
10731,2018,12,Asturias,BROCOLI,0.11,16.82,1.95,0.50307
10732,2018,12,Asturias,ALCACHOFAS,0.05,5.05,2.33,0.51003
10733,2018,12,Asturias,APIO,0.0,0.0,0.0,0.53703
10734,2018,12,Asturias,COLIFLOR,0.0,0.0,0.0,0.53703
10736,2018,12,Asturias,PUERRO,0.0,0.0,0.0,0.53703
10738,2018,12,Asturias,NARANJAS,1.41,52.38,0.88,0.5377
10739,2018,12,Asturias,MANDARINAS,1.3,62.38,1.26,0.53246
10740,2018,12,Asturias,LIMONES,0.33,42.47,1.69,0.50538
10741,2018,12,Asturias,PLATANOS,1.96,75.52,1.72,0.57411
10742,2018,12,Asturias,MANZANAS,1.7,66.16,1.43,0.549
10743,2018,12,Asturias,PERAS,0.65,40.66,1.65,0.50559
10744,2018,12,Asturias,MELOCOTONES,0.0,0.0,0.0,0.53703
10745,2018,12,Asturias,NECTARINAS,0.02,2.42,2.28,0.51632
10746,2018,12,Asturias,ALBARICOQUES,0.0,0.41,1.29,0.51546
10747,2018,12,Asturias,FRESAS/FRESON,0.25,10.46,3.65,0.53647
10748,2018,12,Asturias,MELON,0.2,13.36,1.84,0.50422
10749,2018,12,Asturias,SANDIA,0.05,4.71,2.6,0.51579
10750,2018,12,Asturias,CIRUELAS,0.01,1.4,1.24,0.50928
10751,2018,12,Asturias,CEREZAS,0.0,0.0,0.0,0.53691
10752,2018,12,Asturias,UVAS,0.75,45.67,2.74,0.5251
10753,2018,12,Asturias,KIWI,0.69,33.32,2.23,0.51343
10754,2018,12,Asturias,AGUACATE,0.27,16.35,4.42,0.55243
10755,2018,12,Asturias,PIÑA,0.41,21.57,1.53,0.51119
10756,2018,12,Asturias,OTRAS FRUTAS FRESCAS,0.97,46.64,1.91,0.51697
10757,2018,12,Asturias,POMELO,0.12,6.63,1.9,0.50297
10758,2018,12,Asturias,CHIRIMOYA,0.0,0.0,0.0,0.53691
10759,2018,12,Asturias,MANGO,0.0,0.0,0.0,0.53691
10762,2018,12,Cantabria,PATATAS FRESCAS,1.49,67.83,0.75,0.56287
10763,2018,12,Cantabria,PATATAS CONGELADAS,0.07,4.57,1.69,0.50297
10764,2018,12,Cantabria,PATATAS PROCESADAS,0.46,38.45,3.8,0.54536
10767,2018,12,Cantabria,TOMATES,2.49,67.68,1.66,0.59033
10768,2018,12,Cantabria,CEBOLLAS,0.74,60.24,1.05,0.52488
10769,2018,12,Cantabria,AJOS,0.24,23.82,4.34,0.54751
10770,2018,12,Cantabria,COLES,0.32,18.77,1.27,0.50823
10771,2018,12,Cantabria,PEPINOS,0.2,21.29,1.63,0.49663
10772,2018,12,Cantabria,JUDIAS VERDES,0.32,21.21,3.01,0.52652
10773,2018,12,Cantabria,PIMIENTOS,1.5,61.44,1.87,0.54095
10774,2018,12,Cantabria,CHAMPIÑONES+O.SETAS,0.3,32.36,4.17,0.54095
10775,2018,12,Cantabria,LECHUGA/ESC./ENDIVIA,0.55,49.83,2.97,0.53691
10778,2018,12,Cantabria,BERENJENAS,0.05,11.24,1.64,0.50433
10779,2018,12,Cantabria,ZANAHORIAS,0.29,56.03,0.73,0.54027
10780,2018,12,Cantabria,CALABACINES,0.47,33.66,1.6,0.50192
10782,2018,12,Cantabria,BROCOLI,0.14,22.02,1.6,0.49601
10783,2018,12,Cantabria,ALCACHOFAS,0.05,9.38,1.55,0.50318
10784,2018,12,Cantabria,APIO,0.0,0.0,0.0,0.53269
10785,2018,12,Cantabria,COLIFLOR,0.0,0.0,0.0,0.53269
10787,2018,12,Cantabria,PUERRO,0.0,0.0,0.0,0.53269
10789,2018,12,Cantabria,NARANJAS,1.36,51.84,0.9,0.54174
10790,2018,12,Cantabria,MANDARINAS,1.01,62.64,1.27,0.52259
10791,2018,12,Cantabria,LIMONES,0.22,25.57,1.5,0.49498
10792,2018,12,Cantabria,PLATANOS,1.37,61.82,1.73,0.53191
10793,2018,12,Cantabria,MANZANAS,1.34,65.69,1.4,0.53546
10794,2018,12,Cantabria,PERAS,0.44,37.33,1.55,0.49766
10795,2018,12,Cantabria,MELOCOTONES,0.0,0.0,0.0,0.53258
10796,2018,12,Cantabria,NECTARINAS,0.0,0.0,0.0,0.53258
10797,2018,12,Cantabria,ALBARICOQUES,0.0,1.14,0.79,0.52739
10798,2018,12,Cantabria,FRESAS/FRESON,0.08,7.33,2.38,0.51761
10799,2018,12,Cantabria,MELON,0.03,3.38,1.48,0.50339
10800,2018,12,Cantabria,SANDIA,0.0,0.0,0.0,0.53258
10801,2018,12,Cantabria,CIRUELAS,0.01,1.55,3.67,0.54843
10802,2018,12,Cantabria,CEREZAS,2.79,6.69,3.99,0.64035
10803,2018,12,Cantabria,UVAS,0.54,41.66,2.71,0.52553
10804,2018,12,Cantabria,KIWI,0.79,37.35,3.29,0.54106
10805,2018,12,Cantabria,AGUACATE,0.2,16.37,4.1,0.54445
10806,2018,12,Cantabria,PIÑA,0.34,22.7,1.07,0.51013
10807,2018,12,Cantabria,OTRAS FRUTAS FRESCAS,1.47,38.67,1.9,0.54027
10808,2018,12,Cantabria,POMELO,0.01,4.21,0.95,0.51686
10809,2018,12,Cantabria,CHIRIMOYA,0.0,0.0,0.0,0.53258
10810,2018,12,Cantabria,MANGO,0.0,0.0,0.0,0.53258
10813,2018,12,Pais Vasco,PATATAS FRESCAS,1.53,67.36,0.83,0.5522
10814,2018,12,Pais Vasco,PATATAS CONGELADAS,0.06,6.1,1.22,0.51247
10818,2018,12,Pais Vasco,TOMATES,1.71,71.86,2.0,0.55763
10819,2018,12,Pais Vasco,CEBOLLAS,0.78,68.96,1.27,0.53781
10820,2018,12,Pais Vasco,AJOS,0.28,41.79,4.77,0.57208
10821,2018,12,Pais Vasco,COLES,0.21,29.4,1.31,0.50886
10822,2018,12,Pais Vasco,PEPINOS,0.09,12.66,1.62,0.50907
10823,2018,12,Pais Vasco,JUDIAS VERDES,0.47,32.99,2.49,0.516
10824,2018,12,Pais Vasco,PIMIENTOS,0.6,62.62,1.94,0.53025
10825,2018,12,Pais Vasco,CHAMPIÑONES+O.SETAS,0.7,47.37,4.02,0.55798
10826,2018,12,Pais Vasco,LECHUGA/ESC./ENDIVIA,0.93,63.07,2.61,0.54151
10829,2018,12,Pais Vasco,BERENJENAS,0.08,10.46,1.91,0.51226
10830,2018,12,Pais Vasco,ZANAHORIAS,0.26,58.22,0.91,0.53826
10831,2018,12,Pais Vasco,CALABACINES,0.44,44.16,1.52,0.51003
10833,2018,12,Pais Vasco,BROCOLI,0.2,21.69,1.55,0.50527
10834,2018,12,Pais Vasco,ALCACHOFAS,0.09,7.65,2.28,0.51891
10835,2018,12,Pais Vasco,APIO,0.0,0.0,0.0,0.54332
10836,2018,12,Pais Vasco,COLIFLOR,0.0,0.0,0.0,0.54332
10838,2018,12,Pais Vasco,PUERRO,0.0,0.0,0.0,0.54309
10840,2018,12,Pais Vasco,NARANJAS,2.12,60.31,1.01,0.57244
10841,2018,12,Pais Vasco,MANDARINAS,1.46,60.39,1.32,0.53647
10842,2018,12,Pais Vasco,LIMONES,0.35,42.43,1.68,0.50865
10843,2018,12,Pais Vasco,PLATANOS,1.67,66.98,1.79,0.54501
10844,2018,12,Pais Vasco,MANZANAS,1.52,64.81,1.48,0.53859
10845,2018,12,Pais Vasco,PERAS,0.7,42.36,1.48,0.51557
10846,2018,12,Pais Vasco,MELOCOTONES,0.0,0.0,0.0,0.54309
10847,2018,12,Pais Vasco,NECTARINAS,0.01,1.71,1.37,0.52346
10848,2018,12,Pais Vasco,ALBARICOQUES,0.0,0.0,0.0,0.5432
10849,2018,12,Pais Vasco,FRESAS/FRESON,0.08,6.43,2.32,0.51804
10850,2018,12,Pais Vasco,MELON,0.16,9.65,1.9,0.51675
10851,2018,12,Pais Vasco,SANDIA,0.0,0.27,2.49,0.53758
10852,2018,12,Pais Vasco,CIRUELAS,0.03,2.33,1.5,0.51902
10853,2018,12,Pais Vasco,CEREZAS,0.01,1.91,4.19,0.56876
10854,2018,12,Pais Vasco,UVAS,0.65,36.73,2.5,0.52031
10855,2018,12,Pais Vasco,KIWI,1.07,35.65,2.7,0.54027
10856,2018,12,Pais Vasco,AGUACATE,0.34,23.97,3.69,0.53971
10857,2018,12,Pais Vasco,PIÑA,0.5,28.84,1.34,0.51482
10858,2018,12,Pais Vasco,OTRAS FRUTAS FRESCAS,1.03,48.73,1.98,0.52346
10859,2018,12,Pais Vasco,POMELO,0.09,6.99,1.72,0.5095
10860,2018,12,Pais Vasco,CHIRIMOYA,0.0,0.0,0.0,0.54411
10861,2018,12,Pais Vasco,MANGO,0.0,0.0,0.0,0.54434
10864,2018,12,La Rioja,PATATAS FRESCAS,1.07,54.43,0.81,0.53926
10865,2018,12,La Rioja,PATATAS CONGELADAS,0.01,2.38,1.96,0.5174
10869,2018,12,La Rioja,TOMATES,0.98,52.38,2.32,0.53114
10870,2018,12,La Rioja,CEBOLLAS,0.58,40.32,1.68,0.50875
10871,2018,12,La Rioja,AJOS,0.1,17.54,4.33,0.55347
10872,2018,12,La Rioja,COLES,0.21,21.62,1.1,0.50791
10873,2018,12,La Rioja,PEPINOS,0.02,8.08,1.47,0.50696
10874,2018,12,La Rioja,JUDIAS VERDES,0.3,22.59,2.81,0.52053
10875,2018,12,La Rioja,PIMIENTOS,0.26,44.78,2.21,0.51654
10876,2018,12,La Rioja,CHAMPIÑONES+O.SETAS,0.49,57.73,4.68,0.58764
10877,2018,12,La Rioja,LECHUGA/ESC./ENDIVIA,0.94,45.7,3.13,0.54016
10880,2018,12,La Rioja,BERENJENAS,0.09,20.84,2.23,0.51386
10881,2018,12,La Rioja,ZANAHORIAS,0.17,51.82,0.88,0.53302
10882,2018,12,La Rioja,CALABACINES,0.35,44.98,1.9,0.51003
10884,2018,12,La Rioja,BROCOLI,0.21,20.17,2.55,0.51461
10885,2018,12,La Rioja,ALCACHOFAS,0.17,8.85,2.31,0.51837
10886,2018,12,La Rioja,APIO,0.0,0.0,0.0,0.52564
10887,2018,12,La Rioja,COLIFLOR,0.0,0.0,0.0,0.52564
10889,2018,12,La Rioja,PUERRO,0.0,0.0,0.0,0.52564
10891,2018,12,La Rioja,NARANJAS,0.93,53.61,0.83,0.53368
10892,2018,12,La Rioja,MANDARINAS,1.39,79.87,1.46,0.57458
10893,2018,12,La Rioja,LIMONES,0.22,38.69,1.57,0.50559
10894,2018,12,La Rioja,PLATANOS,1.61,76.17,1.93,0.57327
10895,2018,12,La Rioja,MANZANAS,1.01,60.17,1.61,0.5263
10896,2018,12,La Rioja,PERAS,0.47,32.59,1.74,0.50171
10897,2018,12,La Rioja,MELOCOTONES,0.0,0.0,0.0,0.52597
10898,2018,12,La Rioja,NECTARINAS,0.0,0.0,0.0,0.52597
10899,2018,12,La Rioja,ALBARICOQUES,0.0,0.0,0.0,0.52586
10900,2018,12,La Rioja,FRESAS/FRESON,0.0,0.5,3.56,0.55347
10901,2018,12,La Rioja,MELON,0.07,6.92,1.97,0.51162
10902,2018,12,La Rioja,SANDIA,0.04,1.71,3.95,0.55531
10903,2018,12,La Rioja,CIRUELAS,0.0,0.0,0.0,0.52586
10904,2018,12,La Rioja,CEREZAS,0.0,0.0,0.0,0.52586
10905,2018,12,La Rioja,UVAS,0.38,30.25,3.18,0.52129
10906,2018,12,La Rioja,KIWI,1.08,27.32,3.46,0.55601
10907,2018,12,La Rioja,AGUACATE,0.34,22.6,4.48,0.55763
10908,2018,12,La Rioja,PIÑA,0.48,36.41,1.75,0.50475
10909,2018,12,La Rioja,OTRAS FRUTAS FRESCAS,0.52,38.07,1.81,0.50591
10910,2018,12,La Rioja,POMELO,0.03,2.0,1.59,0.51332
10911,2018,12,La Rioja,CHIRIMOYA,0.0,0.0,0.0,0.52652
10912,2018,12,La Rioja,MANGO,0.0,0.0,0.0,0.52652
10915,2018,12,Navarra,PATATAS FRESCAS,1.59,67.24,0.9,0.55925
10916,2018,12,Navarra,PATATAS CONGELADAS,0.02,4.48,1.44,0.50749
10917,2018,12,Navarra,PATATAS PROCESADAS,0.47,34.0,3.64,0.52728
10920,2018,12,Navarra,TOMATES,1.47,53.55,1.83,0.53025
10921,2018,12,Navarra,CEBOLLAS,0.85,48.04,1.45,0.51579
10922,2018,12,Navarra,AJOS,0.32,25.99,4.22,0.54253
10923,2018,12,Navarra,COLES,0.4,27.52,1.59,0.50812
10924,2018,12,Navarra,PEPINOS,0.15,10.12,1.89,0.51098
10925,2018,12,Navarra,JUDIAS VERDES,1.1,43.41,4.07,0.56628
10926,2018,12,Navarra,PIMIENTOS,0.6,58.07,1.69,0.5227
10927,2018,12,Navarra,CHAMPIÑONES+O.SETAS,0.42,43.44,4.14,0.54388
10928,2018,12,Navarra,LECHUGA/ESC./ENDIVIA,1.8,64.48,2.37,0.56498
10929,2018,12,Navarra,ESPARRAGOS,0.01,1.38,4.0,0.5574
10931,2018,12,Navarra,BERENJENAS,0.21,13.43,1.69,0.50591
10932,2018,12,Navarra,ZANAHORIAS,0.22,47.85,0.78,0.52237
10933,2018,12,Navarra,CALABACINES,0.52,33.62,1.54,0.50443
10935,2018,12,Navarra,BROCOLI,0.36,19.61,0.92,0.52761
10936,2018,12,Navarra,ALCACHOFAS,0.05,5.42,2.26,0.51088
10937,2018,12,Navarra,APIO,0.0,0.0,0.0,0.53346
10938,2018,12,Navarra,COLIFLOR,0.0,0.0,0.0,0.53346
10940,2018,12,Navarra,PUERRO,0.0,0.0,0.0,0.53357
10942,2018,12,Navarra,NARANJAS,1.36,36.71,1.05,0.53837
10943,2018,12,Navarra,MANDARINAS,1.4,66.8,1.31,0.54072
10944,2018,12,Navarra,LIMONES,0.43,58.42,1.52,0.52161
10945,2018,12,Navarra,PLATANOS,1.44,64.96,1.68,0.53803
10946,2018,12,Navarra,MANZANAS,1.27,49.6,1.55,0.52335
10947,2018,12,Navarra,PERAS,0.48,38.75,1.71,0.50643
10948,2018,12,Navarra,MELOCOTONES,0.0,0.0,0.0,0.53391
10949,2018,12,Navarra,NECTARINAS,0.0,0.0,0.0,0.53391
10950,2018,12,Navarra,ALBARICOQUES,0.0,0.0,0.0,0.53391
10951,2018,12,Navarra,FRESAS/FRESON,0.04,3.98,2.85,0.52707
10952,2018,12,Navarra,MELON,0.18,9.49,1.77,0.50865
10953,2018,12,Navarra,SANDIA,0.0,0.0,0.0,0.5338
10954,2018,12,Navarra,CIRUELAS,0.02,2.13,2.99,0.53535
10955,2018,12,Navarra,CEREZAS,0.0,0.0,0.0,0.5348
10956,2018,12,Navarra,UVAS,0.34,27.31,2.47,0.51407
10957,2018,12,Navarra,KIWI,0.98,37.35,3.36,0.54581
10958,2018,12,Navarra,AGUACATE,0.52,36.04,3.6,0.52893
10959,2018,12,Navarra,PIÑA,0.61,42.49,1.21,0.51525
10960,2018,12,Navarra,OTRAS FRUTAS FRESCAS,0.6,35.61,2.08,0.51194
10961,2018,12,Navarra,POMELO,0.0,0.0,0.0,0.53513
10962,2018,12,Navarra,CHIRIMOYA,0.0,0.0,0.0,0.53513
10963,2018,12,Navarra,MANGO,0.0,0.0,0.0,0.53513
10966,2018,12,Canarias,PATATAS FRESCAS,1.87,62.87,1.02,0.56404
10967,2018,12,Canarias,PATATAS CONGELADAS,0.16,11.63,1.04,0.51697
10968,2018,12,Canarias,PATATAS PROCESADAS,0.39,36.29,5.05,0.5765
10971,2018,12,Canarias,TOMATES,1.01,78.27,1.6,0.55624
10972,2018,12,Canarias,CEBOLLAS,0.74,76.55,1.11,0.55531
10973,2018,12,Canarias,AJOS,0.26,47.6,4.04,0.5552
10974,2018,12,Canarias,COLES,0.15,28.73,1.17,0.50517
10975,2018,12,Canarias,PEPINOS,0.17,26.65,1.54,0.50119
10976,2018,12,Canarias,JUDIAS VERDES,0.18,17.68,3.7,0.5396
10977,2018,12,Canarias,PIMIENTOS,0.8,64.62,1.89,0.53502
10978,2018,12,Canarias,CHAMPIÑONES+O.SETAS,0.33,29.33,3.69,0.53882
10979,2018,12,Canarias,LECHUGA/ESC./ENDIVIA,0.5,43.25,4.1,0.55647
10982,2018,12,Canarias,BERENJENAS,0.06,11.45,1.82,0.50119
10983,2018,12,Canarias,ZANAHORIAS,0.34,59.72,1.06,0.5328
10984,2018,12,Canarias,CALABACINES,0.56,56.57,1.64,0.52118
10986,2018,12,Canarias,BROCOLI,0.05,8.64,3.17,0.53324
10987,2018,12,Canarias,ALCACHOFAS,0.03,0.42,2.62,0.52444
10988,2018,12,Canarias,APIO,0.0,0.0,0.0,0.53848
10989,2018,12,Canarias,COLIFLOR,0.0,0.0,0.0,0.53848
10991,2018,12,Canarias,PUERRO,0.0,0.0,0.0,0.53859
10993,2018,12,Canarias,NARANJAS,1.07,44.69,0.97,0.53502
10994,2018,12,Canarias,MANDARINAS,0.7,50.28,1.16,0.51977
10995,2018,12,Canarias,LIMONES,0.39,46.76,1.53,0.50981
10996,2018,12,Canarias,PLATANOS,1.48,74.13,1.51,0.55427
10997,2018,12,Canarias,MANZANAS,1.12,63.46,1.6,0.53335
10998,2018,12,Canarias,PERAS,0.56,46.89,1.61,0.51077
10999,2018,12,Canarias,MELOCOTONES,0.0,0.38,3.48,0.54706
11000,2018,12,Canarias,NECTARINAS,0.02,2.65,0.99,0.52042
11001,2018,12,Canarias,ALBARICOQUES,0.0,1.55,1.9,0.51589
11002,2018,12,Canarias,FRESAS/FRESON,0.02,2.05,4.24,0.5617
11003,2018,12,Canarias,MELON,0.11,9.47,2.44,0.51869
11004,2018,12,Canarias,SANDIA,0.02,2.26,1.67,0.5096
11005,2018,12,Canarias,CIRUELAS,0.03,4.79,2.49,0.51783
11007,2018,12,Canarias,UVAS,0.4,32.81,2.38,0.50727
11008,2018,12,Canarias,KIWI,0.65,35.75,2.56,0.51869
11009,2018,12,Canarias,AGUACATE,0.93,43.31,3.35,0.55635
11010,2018,12,Canarias,PIÑA,0.05,5.75,1.94,0.50992
11011,2018,12,Canarias,OTRAS FRUTAS FRESCAS,1.37,45.94,2.05,0.54185
11012,2018,12,Canarias,POMELO,0.04,2.36,1.91,0.51109
11013,2018,12,Canarias,CHIRIMOYA,0.0,0.0,0.0,0.53859
11014,2018,12,Canarias,MANGO,0.0,0.0,0.0,0.53859
11068,2019,1,Cataluña,PATATAS FRESCAS,1.59,75.01,0.88,0.55705
11069,2019,1,Cataluña,PATATAS CONGELADAS,0.11,11.64,1.49,0.48681
11073,2019,1,Cataluña,TOMATES,2.05,81.93,1.94,0.57006
11074,2019,1,Cataluña,CEBOLLAS,0.91,74.79,1.21,0.53213
11075,2019,1,Cataluña,AJOS,0.25,36.64,4.11,0.52488
11076,2019,1,Cataluña,COLES,0.26,28.17,1.31,0.48671
11077,2019,1,Cataluña,PEPINOS,0.14,22.33,1.66,0.48549
11078,2019,1,Cataluña,JUDIAS VERDES,0.64,38.15,3.91,0.51718
11079,2019,1,Cataluña,PIMIENTOS,0.76,61.8,1.89,0.5145
11080,2019,1,Cataluña,CHAMPIÑONES+O.SETAS,0.52,40.81,3.85,0.51536
11081,2019,1,Cataluña,LECHUGA/ESC./ENDIVIA,1.01,67.65,2.99,0.54275
11082,2019,1,Cataluña,ESPARRAGOS,0.11,7.67,1.9,0.49323
11084,2019,1,Cataluña,BERENJENAS,0.26,30.42,2.24,0.48914
11085,2019,1,Cataluña,ZANAHORIAS,0.31,56.82,0.98,0.51988
11086,2019,1,Cataluña,CALABACINES,0.6,52.76,1.88,0.50391
11088,2019,1,Cataluña,BROCOLI,0.25,29.23,1.12,0.49828
11089,2019,1,Cataluña,ALCACHOFAS,0.8,45.03,2.12,0.49994
11090,2019,1,Cataluña,APIO,0.12,17.75,1.29,0.49272
11091,2019,1,Cataluña,COLIFLOR,0.1,11.7,1.48,0.4859
11093,2019,1,Cataluña,PUERRO,0.27,32.38,2.56,0.49292
11095,2019,1,Cataluña,NARANJAS,1.91,60.69,0.93,0.5514
11096,2019,1,Cataluña,MANDARINAS,1.48,68.67,1.25,0.53324
11097,2019,1,Cataluña,LIMONES,0.31,37.78,1.58,0.48681
11098,2019,1,Cataluña,PLATANOS,1.99,77.99,1.79,0.5574
11099,2019,1,Cataluña,MANZANAS,1.33,67.45,1.41,0.52915
11100,2019,1,Cataluña,PERAS,0.66,48.02,1.44,0.49539
11101,2019,1,Cataluña,MELOCOTONES,0.01,1.14,1.11,0.51589
11102,2019,1,Cataluña,NECTARINAS,0.03,2.07,1.79,0.50286
